1,1,749,425,125,107,1,1,1
2,1,745,420,131,112,1,1,1
3,1,743,414,146,123,1,1,1
4,1,737,412,150,130,1,1,1
5,1,733,413,155,128,1,1,1
6,1,740,398,141,137,1,1,1
7,1,739,398,114,135,1,1,1
8,1,738,394,115,137,1,1,1
9,1,736,391,115,138,1,1,1
10,1,734,391,109,139,1,1,1
11,1,733,387,108,146,1,1,1
12,1,732,384,106,151,1,1,1
13,1,733,376,108,155,1,1,1
14,1,735,378,107,147,1,1,1
15,1,733,368,111,163,1,1,1
16,1,721,364,116,153,1,1,1
17,1,731,365,110,155,1,1,1
18,1,724,352,115,164,1,1,1
19,1,722,348,93,163,1,1,1
20,1,725,351,89,160,1,1,1
21,1,726,347,85,166,1,1,1
22,1,713,343,92,163,1,1,1
23,1,735,339,74,173,1,1,1
24,1,725,329,76,185,1,1,1
25,1,730,325,63,179,1,1,1
26,1,729,309,59,188,1,1,1
27,1,735,314,49,179,1,1,1
28,1,744,312,45,173,1,1,1
29,1,728,307,57,181,1,1,1
30,1,735,307,55,168,1,1,1
31,1,738,300,49,166,1,1,1
32,1,732,292,54,166,1,1,1
33,1,731,300,53,167,1,1,1
34,1,740,295,58,160,1,1,1
35,1,741,283,51,173,1,1,1
36,1,743,290,67,161,1,1,1
37,1,739,281,58,168,1,1,1
38,1,743,281,59,163,1,1,1
39,1,742,276,54,159,1,1,1
40,1,741,283,55,150,1,1,1
41,1,729,273,70,153,1,1,1
42,1,742,274,52,164,1,1,1
43,1,746,258,54,131,1,1,1
44,1,733,257,76,128,1,1,1
45,1,741,246,70,154,1,1,1
46,1,729,247,75,151,1,1,1
47,1,734,245,92,148,1,1,1
48,1,747,246,80,110,1,1,1
49,1,742,247,90,105,1,1,1
50,1,744,246,98,81,1,1,1
51,1,742,249,101,90,1,1,1
52,1,724,250,124,75,1,1,1
53,1,735,249,132,76,1,1,1
54,1,729,259,119,79,1,1,1
55,1,734,248,116,76,1,1,1
56,1,730,260,114,67,1,1,1
57,1,725,253,137,67,1,1,1
58,1,729,251,120,73,1,1,1
59,1,724,250,122,69,1,1,1
60,1,720,242,128,71,1,1,1
61,1,724,238,125,70,1,1,1
62,1,710,244,141,71,1,1,1
63,1,703,242,152,65,1,1,1
64,1,697,245,160,68,1,1,1
65,1,693,244,170,64,1,1,1
66,1,694,239,173,73,1,1,1
67,1,694,246,163,62,1,1,1
68,1,695,236,168,81,1,1,1
69,1,696,240,170,76,1,1,1
70,1,711,243,167,78,1,1,1
71,1,704,234,163,84,1,1,1
72,1,705,242,167,78,1,1,1
73,1,698,248,180,72,1,1,1
74,1,685,237,194,90,1,1,1
75,1,715,225,166,95,1,1,1
76,1,720,222,161,107,1,1,1
77,1,738,230,145,97,1,1,1
78,1,755,231,129,96,1,1,1
79,1,739,228,141,103,1,1,1
80,1,752,233,137,95,1,1,1
81,1,753,228,132,114,1,1,1
82,1,764,238,124,91,1,1,1
83,1,753,234,127,96,1,1,1
84,1,755,237,134,92,1,1,1
85,1,754,230,124,96,1,1,1
86,1,761,228,131,101,1,1,1
87,1,755,234,126,85,1,1,1
88,1,768,238,111,92,1,1,1
89,1,777,234,102,102,1,1,1
90,1,792,231,78,91,1,1,1
91,1,794,224,77,111,1,1,1
92,1,780,220,88,99,1,1,1
93,1,783,216,86,102,1,1,1
94,1,773,216,89,85,1,1,1
95,1,771,210,91,84,1,1,1
96,1,773,203,93,91,1,1,1
97,1,774,199,94,96,1,1,1
98,1,770,206,102,88,1,1,1
99,1,781,204,93,88,1,1,1
100,1,784,201,94,89,1,1,1
101,1,772,194,96,90,1,1,1
102,1,773,196,92,80,1,1,1
103,1,786,206,86,88,1,1,1
104,1,756,202,119,88,1,1,1
105,1,768,206,111,89,1,1,1
106,1,768,204,106,85,1,1,1
107,1,771,201,111,90,1,1,1
108,1,774,209,110,85,1,1,1
109,1,772,196,114,97,1,1,1
110,1,784,210,99,59,1,1,1
111,1,778,194,90,84,1,1,1
112,1,764,188,102,104,1,1,1
113,1,780,198,102,108,1,1,1
114,1,773,194,91,85,1,1,1
115,1,774,194,82,89,1,1,1
116,1,764,169,119,89,1,1,1
