1,1,749,425,125,107,1,1,1.000000
2,1,745,420,131,112,1,1,1.000000
3,1,743,414,146,123,1,1,1.000000
4,1,737,412,150,130,1,1,1.000000
5,1,733,413,155,128,1,1,1.000000
6,1,740,398,141,137,1,1,1.000000
7,1,739,398,114,135,1,1,1.000000
8,1,738,394,115,137,1,1,1.000000
9,1,736,391,115,138,1,1,1.000000
10,1,734,391,109,139,1,1,1.000000
11,1,733,387,108,146,1,1,1.000000
12,1,732,384,106,151,1,1,1.000000
13,1,733,376,108,155,1,1,1.000000
14,1,735,378,107,147,1,1,1.000000
15,1,733,368,111,163,1,1,1.000000
16,1,721,364,116,153,1,1,1.000000
17,1,731,365,110,155,1,1,1.000000
18,1,724,352,115,164,1,1,1.000000
19,1,722,348,93,163,1,1,1.000000
20,1,725,351,89,160,1,1,1.000000
21,1,726,347,85,166,1,1,1.000000
22,1,713,343,92,163,1,1,1.000000
23,1,735,339,74,173,1,1,1.000000
24,1,725,329,76,185,1,1,1.000000
25,1,730,325,63,179,1,1,1.000000
26,1,729,309,59,188,1,1,1.000000
27,1,735,314,49,179,1,1,1.000000
28,1,744,312,45,173,1,1,1.000000
29,1,728,307,57,181,1,1,1.000000
30,1,735,307,55,168,1,1,1.000000
31,1,738,300,49,166,1,1,1.000000
32,1,732,292,54,166,1,1,1.000000
33,1,731,300,53,167,1,1,1.000000
34,1,740,295,58,160,1,1,1.000000
35,1,741,283,51,173,1,1,1.000000
36,1,743,290,67,161,1,1,1.000000
37,1,739,281,58,168,1,1,1.000000
38,1,743,281,59,163,1,1,1.000000
39,1,742,276,54,159,1,1,1.000000
40,1,741,283,55,150,1,1,1.000000
41,1,729,273,70,153,1,1,1.000000
42,1,742,274,52,164,1,1,1.000000
43,1,746,258,54,131,1,1,1.000000
44,1,733,257,76,128,1,1,1.000000
45,1,741,246,70,154,1,1,1.000000
46,1,729,247,75,151,1,1,1.000000
47,1,734,245,92,148,1,1,1.000000
48,1,747,246,80,110,1,1,1.000000
49,1,742,247,90,105,1,1,1.000000
50,1,744,246,98,81,1,1,1.000000
51,1,742,249,101,90,1,1,1.000000
52,1,724,250,124,75,1,1,1.000000
53,1,735,249,132,76,1,1,1.000000
54,1,729,259,119,79,1,1,1.000000
55,1,734,248,116,76,1,1,1.000000
56,1,730,260,114,67,1,1,1.000000
57,1,725,253,137,67,1,1,1.000000
58,1,729,251,120,73,1,1,1.000000
59,1,724,250,122,69,1,1,1.000000
60,1,720,242,128,71,1,1,1.000000
61,1,724,238,125,70,1,1,1.000000
62,1,710,244,141,71,1,1,1.000000
63,1,703,242,152,65,1,1,1.000000
64,1,697,245,160,68,1,1,1.000000
65,1,693,244,170,64,1,1,1.000000
66,1,694,239,173,73,1,1,1.000000
67,1,694,246,163,62,1,1,1.000000
68,1,695,236,168,81,1,1,1.000000
69,1,696,240,170,76,1,1,1.000000
70,1,711,243,167,78,1,1,1.000000
71,1,704,234,163,84,1,1,1.000000
72,1,705,242,167,78,1,1,1.000000
73,1,698,248,180,72,1,1,1.000000
74,1,685,237,194,90,1,1,1.000000
75,1,715,225,166,95,1,1,1.000000
76,1,720,222,161,107,1,1,1.000000
77,1,738,230,145,97,1,1,1.000000
78,1,755,231,129,96,1,1,1.000000
79,1,739,228,141,103,1,1,1.000000
80,1,752,233,137,95,1,1,1.000000
81,1,753,228,132,114,1,1,1.000000
82,1,764,238,124,91,1,1,1.000000
83,1,753,234,127,96,1,1,1.000000
84,1,755,237,134,92,1,1,1.000000
85,1,754,230,124,96,1,1,1.000000
86,1,761,228,131,101,1,1,1.000000
87,1,755,234,126,85,1,1,1.000000
88,1,768,238,111,92,1,1,1.000000
89,1,777,234,102,102,1,1,1.000000
90,1,792,231,78,91,1,1,1.000000
91,1,794,224,77,111,1,1,1.000000
92,1,780,220,88,99,1,1,1.000000
93,1,783,216,86,102,1,1,1.000000
94,1,773,216,89,85,1,1,1.000000
95,1,771,210,91,84,1,1,1.000000
96,1,773,203,93,91,1,1,1.000000
97,1,774,199,94,96,1,1,1.000000
98,1,770,206,102,88,1,1,1.000000
99,1,781,204,93,88,1,1,1.000000
100,1,784,201,94,89,1,1,1.000000
101,1,772,194,96,90,1,1,1.000000
102,1,773,196,92,80,1,1,1.000000
103,1,786,206,86,88,1,1,1.000000
104,1,756,202,119,88,1,1,1.000000
105,1,768,206,111,89,1,1,1.000000
106,1,768,204,106,85,1,1,1.000000
107,1,771,201,111,90,1,1,1.000000
108,1,774,209,110,85,1,1,1.000000
109,1,772,196,114,97,1,1,1.000000
110,1,784,210,99,59,1,1,1.000000
111,1,778,194,90,84,1,1,1.000000
112,1,764,188,102,104,1,1,1.000000
113,1,780,198,102,108,1,1,1.000000
114,1,773,194,91,85,1,1,1.000000
115,1,774,194,82,89,1,1,1.000000
116,1,764,169,119,89,1,1,1.000000
117,1,776,190,75,102,1,1,1.000000
118,1,771,191,76,116,1,1,1.000000
119,1,767,188,67,111,1,1,1.000000
120,1,767,190,65,109,1,1,1.000000
121,1,740,157,90,132,1,1,1.000000
122,1,741,161,78,121,1,1,1.000000
123,1,742,172,84,119,1,1,1.000000
124,1,740,181,94,122,1,1,1.000000
125,1,751,175,73,121,1,1,1.000000
126,1,748,177,76,111,1,1,1.000000
127,1,739,173,94,129,1,1,1.000000
128,1,733,159,104,137,1,1,1.000000
129,1,729,170,100,124,1,1,1.000000
130,1,731,172,103,128,1,1,1.000000
131,1,723,177,103,120,1,1,1.000000
132,1,710,169,120,121,1,1,1.000000
133,1,710,190,113,105,1,1,1.000000
134,1,707,193,120,109,1,1,1.000000
135,1,691,203,146,107,1,1,1.000000
136,1,697,179,153,130,1,1,1.000000
137,1,692,223,127,87,1,1,1.000000
138,1,683,220,152,87,1,1,1.000000
139,1,675,222,128,88,1,1,1.000000
140,1,672,210,148,104,1,1,1.000000
141,1,669,241,121,75,1,1,1.000000
142,1,663,244,127,76,1,1,1.000000
143,1,663,215,140,113,1,1,1.000000
144,1,661,225,147,118,1,1,1.000000
145,1,645,251,142,92,1,1,1.000000
146,1,647,258,123,84,1,1,1.000000
147,1,642,256,115,83,1,1,1.000000
148,1,634,249,133,82,1,1,1.000000
149,1,634,240,134,91,1,1,1.000000
150,1,634,242,108,95,1,1,1.000000
151,1,632,265,115,77,1,1,1.000000
1,2,54,393,84,111,1,1,1.000000
2,2,50,392,96,113,1,1,1.000000
3,2,53,397,88,107,1,1,1.000000
4,2,48,401,94,112,1,1,1.000000
5,2,47,399,93,107,1,1,1.000000
6,2,43,400,99,113,1,1,1.000000
7,2,47,396,103,118,1,1,1.000000
8,2,47,403,105,116,1,1,1.000000
9,2,44,400,104,120,1,1,1.000000
10,2,38,402,117,118,1,1,1.000000
11,2,39,401,111,110,1,1,1.000000
12,2,40,403,117,89,1,1,1.000000
13,2,42,394,112,88,1,1,1.000000
14,2,33,401,122,74,1,1,1.000000
15,2,33,402,127,75,1,1,1.000000
16,2,39,396,119,68,1,1,1.000000
17,2,36,401,137,54,1,1,1.000000
18,2,29,403,139,56,1,1,1.000000
19,2,37,407,134,50,1,1,1.000000
20,2,29,399,129,48,1,1,1.000000
21,2,33,395,150,59,1,1,1.000000
22,2,26,399,130,52,1,1,1.000000
23,2,37,403,114,50,1,1,1.000000
24,2,37,390,101,72,1,1,1.000000
25,2,26,392,128,66,1,1,1.000000
26,2,37,390,110,67,1,1,1.000000
27,2,32,385,114,80,1,1,1.000000
28,2,33,376,110,89,1,1,1.000000
29,2,32,381,108,78,1,1,1.000000
30,2,39,368,98,98,1,1,1.000000
31,2,24,363,119,98,1,1,1.000000
32,2,33,363,117,102,1,1,1.000000
